id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
11,0.97856,0.9734,0.9703,27,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[1.0, 2.0]",32,5,True,0.003,0.003,none,0,True,"tensor([7.6733, 9.8839])","tensor([7.7095, 9.7086])","tensor([7.7474, 9.8130])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_11,100364571,50
35,0.99146,0.9773,0.977,36,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[0.5, 1.0]",32,5,True,0.003,0.003,none,0,True,"tensor([ 2.1689, 10.7445])","tensor([ 2.1448, 10.7494])","tensor([ 2.1891, 10.8375])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_35,100364571,50
8,0.99364,0.9776,0.9774,48,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[1.0, 2.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 4.2127, 10.8273])","tensor([ 4.1886, 10.8246])","tensor([ 4.2236, 10.9239])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_8,100364571,50
17,0.99334,0.9782,0.977,40,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[0.5, 1.0]",32,5,True,0.001,0.003,none,0,True,"tensor([ 1.9048, 11.1039])","tensor([ 1.8880, 10.8216])","tensor([ 1.9129, 10.9157])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_17,100364571,50
59,0.98968,0.9728,0.9713,40,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[1.0, 2.0]",32,5,True,0.003,0.003,none,0,True,"tensor([ 0.3754, 11.4647])","tensor([ 0.3720, 11.6655])","tensor([ 0.3814, 11.6629])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_59,100364571,50
34,0.99536,0.9772,0.9767,48,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[0.5, 1.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 1.2770, 11.4331])","tensor([ 1.2693, 11.3661])","tensor([ 1.2786, 11.4845])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_34,100364571,50
57,0.98226,0.9676,0.9636,35,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[1.0, 2.0]",32,5,True,0.001,0.003,none,0,True,"tensor([ 0.2662, 12.0362])","tensor([ 0.2643, 12.1016])","tensor([ 0.2708, 12.1495])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_57,100364571,50
24,0.99452,0.979,0.9766,25,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[1.0, 2.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 1.7028, 11.2823])","tensor([ 1.6896, 11.1418])","tensor([ 1.7073, 11.1941])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_24,100364571,50
22,0.99728,0.9781,0.9739,48,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[1.5, 1.5]",32,5,True,0.003,0.001,none,0,True,"tensor([ 0.5320, 11.3936])","tensor([ 0.5350, 11.3765])","tensor([ 0.5285, 11.4595])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_22,100364571,50
47,0.99018,0.9783,0.9754,19,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[2.0, 4.0]",32,5,True,0.003,0.003,none,0,True,"tensor([ 1.7175, 10.7023])","tensor([ 1.7126, 10.8182])","tensor([ 1.7281, 10.8919])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_47,100364571,50
0,0.99134,0.9781,0.9737,35,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[0.5, 1.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 2.4389, 10.6258])","tensor([ 2.4407, 10.7668])","tensor([ 2.4334, 10.8625])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_0,100364571,50
60,0.9795,0.9698,0.9674,32,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[2.0, 4.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 0.3309, 11.8981])","tensor([ 0.3284, 11.9831])","tensor([ 0.3383, 12.2354])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_60,100364571,50
3,0.98742,0.9771,0.9756,41,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[0.5, 1.0]",32,5,True,0.003,0.003,none,0,True,"tensor([ 4.0106, 10.0431])","tensor([ 4.0147, 10.0971])","tensor([ 4.0349, 10.2046])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_3,100364571,50
