id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
73,0.81654,0.8502,1,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.5,none,2,False,"tensor([82.0746,  5.2515])","tensor([84.2233,  5.9105])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_73,100364571,50
54,0.35552,0.541,27,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.5,none,0,False,"tensor([15.7916,  1.9246])","tensor([16.2934,  2.3321])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_54,100364571,50
32,0.58394,0.7961,19,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,decay,2048,False,"tensor([11.4148,  3.5826])","tensor([11.5631,  4.0520])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_32,100364571,50
6,0.09978,0.0991,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.5,cosine,0,False,"tensor([16.0000,  0.0256])","tensor([16.,  0.])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_6,100364571,50
63,0.39,0.5549,21,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.0625,none,0,False,"tensor([15.7522,  1.8228])","tensor([15.7062,  1.3916])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_63,100364571,50
31,0.7502,0.7587,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,decay,2,False,"tensor([74.4405,  5.0923])","tensor([88.3808,  4.7146])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_31,100364571,50
42,0.24104,0.388,28,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.5,cosine,0,False,"tensor([18.0883,  4.5373])","tensor([18.0876,  2.3195])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_42,100364571,50
27,0.58394,0.7961,19,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,none,0,False,"tensor([11.4148,  3.5826])","tensor([11.5631,  4.0520])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_27,100364571,50
40,0.32068,0.2818,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.5,decay,2,False,"tensor([91.9724,  6.0528])","tensor([98.6028,  3.9359])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_40,100364571,50
80,0.46904,0.7044,12,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.5,cosine,2048,False,"tensor([18.5620,  3.7247])","tensor([18.4878,  2.4352])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_80,100364571,50
45,0.33508,0.5194,41,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.0625,none,0,False,"tensor([23.1778,  4.2044])","tensor([22.6532,  2.8618])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_45,100364571,50
53,0.33508,0.5194,41,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.0625,cosine,2048,False,"tensor([23.1778,  4.2044])","tensor([22.6532,  2.8618])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_53,100364571,50
